_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
8943,4,3,12,,3,3,11/25/2019,3,4,4,2,,4,3,3,3,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4408389,68,5,10  MOUNT ROYAL AVE ,3,3,9,4,1913,2019
8944,,28,457,3,4,5,11/04/2019,3,4,4,4,3,5,4,3,4,5,18,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4365723,76,5,2350  DUNDAS ST W,2,,4,3,1976,2018
8945,,4,15,,3,3,05/24/2018,4,4,5,4,,5,4,3,4,4,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4364249,77,3,9  STAG HILL DR ,4,,19,4,1953,2018
8946,,3,10,,4,4,01/03/2018,4,3,4,3,,5,4,4,4,,13,,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4288126,78,4,1339  KING ST W,4,,4,4,1920,2017
8947,5,29,272,5,5,5,01/05/2018,5,5,5,4,5,5,5,5,5,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4288282,98,5,2  VENA WAY ,5,,7,5,2017,2018
8948,5,10,176,4,5,5,12/06/2017,5,4,5,5,4,5,4,4,5,5,19,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4288287,94,4,10  VENA WAY ,5,,7,5,2016,2018
8949,4,32,163,5,5,5,11/27/2019,4,4,3,4,3,5,3,3,3,3,20,5,3,PRIVATE,Evaluation needs to be conducted in 2 years,4284996,76,5,60  PLEASANT BLVD ,2,3,12,4,1969,2017
8950,,4,15,,4,4,02/12/2018,4,4,4,4,,5,5,4,2,4,17,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4317590,79,3,3017  QUEEN ST E,4,4,20,4,1954,2018
8951,,3,40,5,4,4,01/02/2019,3,4,4,2,,5,4,3,4,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4275811,76,5,10  WYCOMBE RD ,3,,6,3,1960,2017
8952,4,14,246,4,4,4,12/18/2018,4,3,3,4,2,5,4,3,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4221285,74,4,390  DAWES RD ,3,4,19,4,1970,2017
8953,4,9,109,5,4,3,11/06/2019,4,4,4,5,5,5,5,4,5,5,18,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4221322,90,5,48  GRENOBLE DR ,4,,16,5,1968,2017
8954,5,4,27,,4,4,12/28/2018,3,3,4,4,,5,3,5,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4273164,78,4,133  GAMBLE AVE ,3,4,14,3,1960,2017
8955,,3,17,,4,4,10/29/2019,4,4,4,4,,5,4,4,4,4,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4241532,83,4,27  SHERWOOD AVE ,4,,15,5,1940,2017
8956,5,18,128,4,4,5,11/07/2019,4,4,5,5,4,5,5,3,5,5,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4263115,87,5,644  SHEPPARD AVE E,3,3,17,5,1970,2017
8957,4,3,66,3,5,5,10/29/2019,4,4,3,5,5,5,4,3,4,5,20,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4226941,86,5,781  THE QUEENSWAY  ,4,4,3,5,1993,2017
8958,3,18,371,5,3,4,11/04/2019,3,4,4,3,3,3,3,3,4,3,19,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4270720,68,5,103  WEST LODGE AVE ,3,,4,3,1965,2018
8959,,3,20,,3,3,11/28/2019,3,3,4,3,,4,5,4,4,3,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4327922,71,5,394  DOVERCOURT RD ,3,,9,3,1924,2018
8960,,3,24,,3,3,01/04/2019,3,2,4,3,,3,2,3,3,1,14,,,PRIVATE,Evaluation needs to be conducted in 1 year,4261240,57,4,814  BROADVIEW AVE ,3,,14,3,1950,2017
8961,,3,11,,5,5,12/27/2018,4,3,4,5,,5,4,5,5,4,16,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4261713,89,5,4  OAKBURN CRES ,5,4,18,4,1945,2017
8962,,3,11,,4,4,11/18/2019,4,5,4,4,,5,4,3,4,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4261716,80,4,8  OAKBURN CRES ,4,3,18,4,1945,2017
8963,,4,37,4,4,4,12/03/2019,4,3,3,4,4,5,4,4,4,4,18,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4250271,80,5,431  DUNDAS ST E,4,,13,5,1991,2017
8964,4,3,10,,4,4,02/05/2019,4,4,4,3,,5,4,4,4,4,16,4,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4250288,79,4,305-307  PARLIAMENT ST ,3,,13,4,1989,2017
8965,4,3,22,,3,3,03/13/2019,3,3,2,4,,4,2,3,3,3,17,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4250622,62,5,1 A  VERMONT AVE ,3,3,11,2,1913,2017
8966,5,3,24,,4,4,12/28/2018,3,3,4,4,,5,5,5,4,4,16,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4250630,81,5,260  GAMBLE AVE ,4,,14,3,1950,2018
8967,,5,28,,5,4,01/17/2019,3,4,3,3,,3,5,4,4,4,14,,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4269424,77,5,793  GERRARD ST E,4,,14,3,1950,2017
8968,,3,11,,3,3,03/07/2018,4,3,3,3,,5,3,3,4,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4329041,66,3,20  ROSSEAU RD ,3,3,6,4,1949,2018
8969,4,3,12,,4,4,11/29/2019,3,4,3,4,,5,4,3,4,3,17,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4232579,75,4,53  GENERATION BLVD ,4,,25,4,1975,2017
8970,3,16,220,4,5,5,11/27/2019,2,4,4,4,4,5,4,4,4,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4250524,82,5,10  CHICHESTER PL ,4,4,22,4,1971,2017
8971,4,6,59,5,4,5,10/29/2019,4,5,4,5,,5,4,3,3,3,17,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4289046,81,5,495  THE WEST MALL  ,3,,2,4,1962,2018
8972,,4,29,,4,4,11/25/2019,3,4,4,3,4,5,4,4,4,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4229124,78,5,12  RUSHOLME DR ,4,,9,3,1955,2017
8973,5,3,12,,4,3,12/05/2019,4,4,4,4,,5,4,4,3,3,17,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4255508,78,5,55  LEE AVE ,4,4,19,4,1955,2018
8974,3,3,10,,3,3,02/25/2019,3,3,3,3,,5,2,3,3,3,15,,,PRIVATE,Evaluation needs to be conducted in 1 year,4255529,63,3,97  NORTHCLIFFE BLVD ,3,,9,4,1910,2017
8975,4,4,29,4,4,4,03/01/2019,4,4,4,4,,5,4,4,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4255639,80,3,3892  BATHURST ST ,4,4,6,4,1958,2017
8976,5,22,236,5,5,5,,5,4,4,5,5,5,4,4,5,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4219140,93,5,620  MARTIN GROVE RD ,4,,2,4,2011,2017
8977,,3,21,,4,3,02/25/2019,3,4,4,4,,5,4,4,4,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4269318,78,4,998  DANFORTH RD ,3,4,20,4,1958,2017
8978,,3,11,,3,4,11/19/2019,3,4,3,3,,3,3,3,4,3,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4331737,67,4,2511  GERRARD ST E,3,,20,4,1954,
8979,5,7,97,5,4,5,10/28/2019,4,4,4,4,,5,3,5,3,5,18,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4244929,82,5,70  ESTHER LORRIE DR ,4,3,1,3,1963,2017
8980,,5,16,,3,3,01/02/2019,3,3,3,3,,4,3,2,3,2,14,,,PRIVATE,Evaluation needs to be conducted in 1 year,4287030,60,4,193  DOWLING AVE ,3,,4,3,1917,2018
8981,,3,15,,4,3,12/03/2019,3,4,3,4,,5,5,5,5,4,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4288743,84,5,78  PEMBROKE ST ,4,,13,5,1930,2017
8982,,3,23,,3,3,03/08/2019,4,4,4,3,,5,3,3,4,3,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4288799,71,4,2393  QUEEN ST E,3,,19,4,1920,2017
8983,,11,104,3,4,4,12/13/2018,4,4,4,4,4,5,4,4,3,4,18,,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4168988,80,5,20  HUMBERLINE DR ,3,5,1,4,1986,2017
8984,3,5,37,3,3,3,02/25/2019,3,3,3,3,3,5,3,3,4,3,19,,2,PRIVATE,Evaluation needs to be conducted in 1 year,4227299,63,3,4100  BATHURST ST ,3,3,6,4,1962,2017
8985,,4,44,,3,3,10/23/2017,3,2,2,3,,5,2,2,2,3,15,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4166912,56,4,387  SHERBOURNE ST ,2,,13,3,1910,2017
8986,4,3,48,,3,3,12/03/2019,3,4,3,3,3,5,2,3,4,3,17,,4,TCHC,Evaluation needs to be conducted in 2 years,4167687,67,3,260  SUMACH ST ,3,,13,4,1948,2017
8987,,8,150,3,3,4,12/29/2017,3,3,3,4,3,5,4,3,4,4,18,4,3,TCHC,Evaluation needs to be conducted in 2 years,4152688,71,4,120  TOWN HAVEN PL ,3,,20,4,1989,2017
8988,4,5,72,4,4,4,11/25/2019,4,4,4,5,,5,5,4,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152697,83,5,2354  EGLINTON AVE E,5,4,21,3,1960,2017
8989,4,12,142,5,4,4,11/25/2019,4,4,4,5,4,5,4,5,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152703,84,5,2185  LAWRENCE AVE E,3,4,21,4,1968,2017
8990,3,5,34,3,4,5,01/21/2019,3,4,4,4,,5,3,4,3,2,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152704,73,4,807  KENNEDY RD ,4,,21,4,1969,2017
8991,4,4,32,5,4,5,11/25/2019,4,4,4,5,,5,3,4,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152712,84,5,877  KENNEDY RD ,4,4,21,4,1965,2017
8992,4,10,139,2,4,3,11/25/2019,4,4,4,4,3,4,4,4,4,3,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152723,74,4,3  GLAMORGAN AVE ,4,4,21,4,1984,2017
8993,5,12,167,5,4,4,12/11/2019,4,4,4,4,4,5,5,3,5,5,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152726,85,5,11  ANTRIM CRES ,4,3,21,5,1971,2017
8994,3,12,167,5,4,5,12/11/2019,4,4,4,4,5,5,5,3,5,5,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152727,86,5,1  ANTRIM CRES ,5,3,21,5,1970,2017
8995,4,10,135,5,5,5,11/21/2017,5,5,5,4,3,5,3,4,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152728,87,4,30  ANTRIM CRES ,4,,21,5,1972,2017
8996,,7,149,5,5,4,11/28/2019,4,5,4,5,,5,5,4,5,5,18,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153148,92,5,1289  DUNDAS ST W,5,5,9,4,1986,2017
8997,4,15,239,4,4,4,01/25/2019,4,4,4,4,4,5,4,5,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153599,81,4,99  HOWARD ST ,4,4,13,4,1964,2017
8998,4,5,131,5,4,5,03/14/2019,4,3,5,4,5,4,5,4,4,5,19,4,3,TCHC,Evaluation needs to be conducted in 3 years,4153615,85,5,80  DANFORTH AVE ,4,,14,4,1978,2017
8999,4,4,28,,4,5,12/14/2018,3,3,4,3,,5,5,5,5,5,17,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154121,82,4,33  GAMBLE AVE ,5,4,14,3,1970,2017
9000,2,5,26,,3,3,12/14/2018,3,3,2,4,,5,3,4,5,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154131,69,5,30  COSBURN AVE ,3,,14,3,1965,2017
9001,4,12,152,3,3,3,12/18/2018,3,3,3,4,4,4,4,3,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154134,72,5,100  GAMBLE AVE ,4,3,14,4,1965,2017
9002,4,12,213,5,4,5,12/13/2018,3,4,4,5,4,5,4,4,5,3,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154136,83,5,20  GAMBLE AVE ,4,4,14,3,1964,2017
9003,3,4,120,4,4,4,01/22/2019,3,4,4,3,3,4,3,4,4,3,20,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154634,72,4,1875  STEELES AVE W,4,3,6,4,1972,2017
9004,4,3,11,,3,3,02/12/2019,4,4,3,3,,5,3,3,4,,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154635,69,3,1  WILMINGTON AVE ,3,,6,4,1959,2017
9005,3,12,95,3,3,3,02/07/2019,3,3,3,4,4,3,4,3,4,3,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154642,66,4,4  GOLDFINCH CRT ,3,3,6,4,1969,2017
9006,4,7,74,4,4,4,02/06/2019,4,4,4,3,3,5,4,4,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154647,79,4,9  KINGSBRIDGE CRT ,4,,6,4,1963,2017
9007,3,4,22,,3,3,01/16/2019,3,3,4,3,,5,4,4,3,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154658,73,5,3253  BATHURST ST ,4,4,8,4,1955,2017
9008,4,4,28,3,3,3,10/30/2019,3,4,4,3,,5,4,3,4,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155557,69,3,75  FORTY SECOND ST ,3,3,3,4,1960,2017
9009,3,3,12,,4,4,03/20/2019,4,4,4,5,,5,4,4,4,3,17,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156075,78,4,115  GENERATION BLVD ,3,,25,4,1975,2017
9010,,4,22,,4,4,,4,4,4,4,,5,4,4,3,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156089,79,4,290  THE KINGSWAY  ,3,4,2,4,1977,2017
9011,3,11,198,3,3,3,01/08/2018,3,3,3,4,3,5,4,3,4,3,18,,3,TCHC,Evaluation needs to be conducted in 2 years,4156483,66,3,5  WAKUNDA PL ,3,,19,3,1967,2017
9012,4,3,12,,4,4,11/28/2019,3,4,3,4,,5,4,3,4,3,17,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156491,75,4,45  GENERATION BLVD ,4,,25,4,1975,2017
9013,3,4,38,5,4,3,12/13/2018,3,4,4,4,3,5,3,4,4,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156504,74,5,41  BROOKWELL DR ,4,,6,3,1966,2017
9014,4,4,27,5,4,3,01/08/2019,4,4,3,3,4,5,3,4,3,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152736,74,4,1191  ELLESMERE RD ,4,,21,4,1976,2017
9015,5,6,200,2,4,4,01/02/2018,4,4,4,2,2,3,3,3,3,3,19,3,3,TCHC,Evaluation needs to be conducted in 2 years,4152737,66,4,2950  LAWRENCE AVE E,3,,21,4,1960,2017
9016,4,19,295,5,3,5,11/27/2019,3,3,3,5,5,5,5,4,5,5,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152742,85,5,1050  MARKHAM RD ,5,5,24,3,1967,2017
9017,4,13,149,5,4,5,11/26/2019,4,5,3,5,4,5,4,3,4,4,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152749,85,5,945  MIDLAND AVE ,4,,21,4,1967,2017
9018,3,7,131,4,4,4,11/26/2019,4,4,3,5,4,5,4,3,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152764,80,5,50  TRUDELLE ST ,4,,21,4,1969,2017
9019,,3,32,,5,3,12/13/2018,3,4,4,4,,5,4,3,5,3,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153150,77,5,677  COLLEGE ST ,4,,11,3,1912,2017
9020,4,4,61,3,4,4,10/28/2019,3,4,3,4,4,4,3,3,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154738,72,4,31  UPPER CANADA DR ,3,3,15,4,1965,2017
9021,5,4,102,5,4,4,10/28/2019,4,5,4,4,4,5,4,4,5,4,19,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154739,85,4,16  THE LINKS RD ,4,3,15,4,1963,2017
9022,5,4,119,5,5,5,10/28/2019,5,5,5,5,4,5,4,4,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154740,89,4,199  UPPER CANADA DR ,5,4,15,4,1963,2017
9023,5,3,65,5,5,5,11/18/2019,3,4,5,4,,5,5,4,4,5,18,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154752,90,5,414  WILLOWDALE AVE ,4,,18,4,1958,2017
9024,4,7,247,4,4,3,01/15/2018,4,3,4,4,4,5,4,3,4,3,19,4,4,TCHC,Evaluation needs to be conducted in 2 years,4154766,76,4,10  DEAUVILLE LANE ,4,,16,3,1981,2017
9025,4,13,128,4,3,4,02/08/2019,3,3,4,4,3,4,4,3,3,5,19,3,2,TCHC,Evaluation needs to be conducted in 2 years,4155304,67,4,49  MABELLE AVE ,2,,3,2,1979,2017
9026,4,6,106,4,4,4,12/05/2019,4,4,4,4,3,4,4,4,4,4,19,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155704,79,5,656  KINGSTON RD ,3,,19,4,1994,2017
9027,3,12,162,4,4,3,10/28/2019,4,3,4,3,2,5,4,2,4,3,20,4,4,TCHC,Evaluation needs to be conducted in 2 years,4155705,68,4,2067  ISLINGTON AVE ,2,2,1,4,1973,2017
9028,3,25,246,3,3,3,11/05/2019,3,3,3,3,2,5,2,3,3,2,18,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4156295,60,5,1765  WESTON RD ,2,,5,3,1967,2017
9029,5,22,219,5,3,5,01/30/2019,4,4,5,4,4,5,3,4,3,4,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156579,83,5,1202  YORK MILLS RD ,5,3,16,4,1967,2017
9030,3,11,150,4,3,4,01/04/2019,4,3,3,3,3,4,3,4,4,4,19,3,3,TCHC,Evaluation needs to be conducted in 2 years,4153378,71,4,575  ADELAIDE ST W,4,,10,4,1983,2017
9031,,4,46,4,4,2,11/25/2019,4,4,4,2,2,4,3,3,3,2,18,4,,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4153380,63,4,163  PORTLAND ST ,2,2,10,4,1991,
9032,3,6,196,4,3,3,01/04/2018,4,4,4,4,4,4,4,4,3,4,19,,4,TCHC,Evaluation needs to be conducted in 2 years,4153385,74,4,25  HENRY LANE TER ,3,4,10,3,1979,2017
9033,3,5,79,4,5,4,11/28/2019,4,3,4,4,,5,4,4,5,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153888,78,4,90  WARREN RD ,4,3,12,4,1963,2017
9034,4,5,49,4,5,4,11/28/2019,4,4,4,4,,5,4,4,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153891,81,4,300  ST CLAIR AVE W,4,4,12,4,1960,2017
9035,4,4,42,,4,4,11/28/2019,4,4,4,5,,5,3,4,3,4,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153921,78,4,134  LAWTON BLVD ,3,4,12,3,1955,2017
9036,3,3,66,4,4,3,11/18/2019,3,3,3,4,4,5,4,4,3,4,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154392,75,5,1455  WILSON AVE ,4,3,6,4,1960,2017
9037,4,8,86,5,4,4,11/18/2019,3,4,4,4,4,5,4,3,4,3,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154398,79,5,1305  WILSON AVE ,4,4,6,3,1960,2017
9038,5,6,70,4,4,4,02/13/2019,4,4,4,4,4,5,5,4,5,3,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154778,83,5,1059  DON MILLS RD ,4,4,16,4,1966,2017
9039,4,4,61,4,4,5,02/07/2019,4,4,5,4,4,5,4,4,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154785,83,5,16  THE DONWAY  E,4,3,16,4,1959,2017
9040,3,5,90,3,3,4,01/08/2018,3,3,4,3,4,5,4,4,4,4,19,4,3,TCHC,Evaluation needs to be conducted in 2 years,4154792,72,3,20  SANDERLING PL ,4,,16,3,1990,2017
9041,4,4,77,4,4,4,11/04/2019,4,4,4,4,4,5,4,4,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154798,81,4,1002  LAWRENCE AVE E,4,4,16,4,1954,2017
9042,5,19,218,5,4,3,01/25/2019,3,4,4,4,3,4,4,3,3,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154803,74,5,135  FENELON DR ,2,3,16,3,1965,2017
9043,4,25,298,5,3,5,02/01/2019,3,3,4,4,3,5,5,4,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154804,80,5,150  GRAYDON HALL DR ,4,4,16,3,1970,2017
9044,4,3,26,,4,4,01/30/2019,4,4,4,4,,5,5,4,3,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155310,79,4,307  THE KINGSWAY  ,3,4,2,4,1962,2017
9045,,4,25,,3,4,01/14/2019,4,3,4,4,,4,3,4,3,3,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155319,73,5,20  ANGLESEY BLVD ,4,,2,3,1953,2017
9046,,4,17,,4,3,01/31/2019,3,4,4,2,,3,3,2,3,3,15,,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155320,65,4,316  THE KINGSWAY  ,3,,2,4,1970,2017
9047,,4,41,,3,3,12/05/2017,3,3,3,3,,5,3,3,3,3,15,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155330,63,3,5  ST STEVENS CRT ,3,,2,3,1955,2018
9048,,4,39,,4,3,01/10/2019,4,3,4,4,,3,3,4,3,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155334,74,5,11  ANGLESEY BLVD ,3,4,2,4,1954,2017
9049,5,15,259,4,4,5,10/29/2019,5,5,4,5,4,5,4,5,4,5,19,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155346,91,5,123  LA ROSE AVE ,4,,2,5,1982,2017
9050,,7,54,4,3,4,01/10/2018,4,4,4,4,4,5,4,3,4,4,18,4,,TCHC,Evaluation needs to be conducted in 2 years,4155741,76,4,659  NORTHCLIFFE BLVD ,3,3,12,3,2003,2017
9051,3,3,11,,3,3,11/04/2019,3,3,3,5,,5,4,3,5,5,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156619,76,5,2  WINGREEN CRT ,3,4,16,5,1965,2017
9052,,3,21,,4,4,02/26/2019,3,4,3,4,,5,3,3,3,2,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4152932,69,4,5  HIGH PARK AVE ,3,,4,3,1926,2017
9053,3,30,233,4,3,3,11/04/2019,3,3,3,3,4,5,3,3,4,4,18,,1,PRIVATE,Evaluation needs to be conducted in 1 year,4152933,64,3,299  GLENLAKE AVE ,3,,4,3,1973,2017
9054,5,11,216,5,4,5,03/13/2019,4,5,5,5,4,5,4,4,4,5,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152953,89,5,135  TYNDALL AVE ,4,4,4,4,1963,2017
9055,4,6,54,2,3,3,02/08/2019,3,3,3,3,,3,3,3,3,2,17,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152956,59,3,31  SPENCER AVE ,3,,4,3,1965,2018
9056,4,3,11,,4,5,12/11/2019,4,4,4,3,,5,5,4,4,,14,,,TCHC,Evaluation needs to be conducted in 3 years,4153407,84,5,76  GRANGE AVE ,4,,10,4,1993,2017
9057,,3,60,,4,4,12/02/2019,4,4,4,4,,5,3,3,3,4,16,5,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153425,79,4,244  CHURCH ST ,3,5,13,4,1900,2017
9058,,3,28,,4,4,03/08/2019,4,3,5,5,,5,3,4,4,4,16,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153944,81,5,117  OLD FOREST HILL RD ,4,3,12,4,1950,2017
9059,4,11,138,3,4,4,11/21/2019,3,4,4,4,3,5,3,2,4,3,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153955,73,5,10  SHALLMAR BLVD ,3,,8,4,1965,2017
9060,,3,11,,2,3,11/18/2019,2,3,3,2,,3,3,3,4,2,15,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154424,56,3,2854  KEELE ST ,4,,6,2,1955,2017
9061,,3,11,,4,3,11/05/2019,4,3,4,4,,5,4,4,4,4,15,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154433,79,5,28  HEATHROW DR ,4,,6,5,1965,2017
9062,5,17,218,3,4,3,11/18/2019,4,3,4,3,3,5,5,4,5,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154812,80,5,65  FOREST MANOR RD ,4,4,17,5,1967,2017
9063,3,3,10,,4,3,02/06/2019,3,3,3,3,,5,4,4,4,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154488,70,4,773  LAWRENCE AVE W,3,,8,4,1959,
9064,4,14,258,4,3,3,01/15/2018,3,3,4,3,4,5,4,3,4,4,19,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154494,72,3,3050  DUFFERIN ST ,4,,8,3,1983,2018
9065,4,3,12,,4,4,11/20/2019,4,4,4,4,,5,3,4,4,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154501,78,4,91  NEPTUNE DR ,3,,8,4,1957,2019
9066,5,9,117,5,5,5,11/05/2019,4,5,4,4,4,5,4,4,4,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154853,89,5,1790  EGLINTON AVE E,4,,16,4,1982,2017
9067,3,4,69,4,3,4,02/19/2019,4,4,4,4,,4,4,4,3,5,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154887,76,5,48  ECCLESTON DR ,3,3,16,3,1960,2017
9068,5,10,137,5,5,4,10/29/2019,5,4,4,4,5,5,4,4,5,5,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155392,90,5,2  TRIBURNHAM PL ,5,4,2,4,1964,2017
9069,4,16,312,3,3,4,12/20/2018,4,3,4,4,4,4,3,3,5,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155394,74,5,545  THE WEST MALL  ,3,3,2,4,1969,2017
9070,3,12,141,4,4,4,12/14/2018,3,4,4,4,4,5,4,4,5,4,19,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155396,77,4,70  DIXFIELD DR ,4,4,2,3,1963,2017
